NEVO-versie/Nevo-version|NEVO-code|Voedingsmiddelnaam|Food name|Ingr_NEVO-code|Ingr_Voedingsmiddel|Ingr_Food|Ingr_relatieve_hoeveelheid/Ingr_relative_amount
NEVO-Online 2021 7.0|2505|Fruit gedroogd op brandewijn|Fruit dried in brandy|377|Suiker kristal-|Sugar granulated|17,3
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|396|Sap druiven-|Juice grape|5,6
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|383|Sap appel-|Juice apple|44,6
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|692|Mango|Mango|4,4
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|410|Sap sinaasappel- gepasteuriseerd|Juice orange pasteurized|26,4
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|1074|Passievrucht|Passion fruit|2,4
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|1462|Sap ananas-|Juice pineapple|13,3
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|148|Aardbeien|Strawberries|1,0
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|388|Sap rode bessen-|Juice redcurrant|1,0
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|923|Sap peren-|Juice pear|0,9
NEVO-Online 2021 7.0|2507|Sap multivruchten-|Juice multifruit|1127|Sap citroen- vers|Juice lemon fresh|0,5
NEVO-Online 2021 7.0|2513|Cider|Cider|383|Sap appel-|Juice apple|55,0
NEVO-Online 2021 7.0|2513|Cider|Cider|423|Wijn witte droge|Wine white dry|45,0
NEVO-Online 2021 7.0|2516|Kaas smeer- 15+ Balans Eru|Cheese spread 15+ Eru Balans|517|Kaas smeer- 20+|Cheese spread 20+|80,0
NEVO-Online 2021 7.0|2516|Kaas smeer- 15+ Balans Eru|Cheese spread 15+ Eru Balans|1885|Water gem|Water av|20,0
NEVO-Online 2021 7.0|2519|Vla halfvolle alle smaken|Custard half fat all flavours|477|Vla vanille- magere|Custard vanilla low fat|50,0
NEVO-Online 2021 7.0|2519|Vla halfvolle alle smaken|Custard half fat all flavours|282|Vla vanille- volle|Custard vanilla full fat|25,0
NEVO-Online 2021 7.0|2519|Vla halfvolle alle smaken|Custard half fat all flavours|1720|Vla volle overige smaken|Custard several flavours full fat|25,0
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|83|Ei kippen- rauw gem|Egg whole chicken av raw|7,9
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|286|Melk halfvolle|Milk semi-skimmed|47,4
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|172|Fruit vers citrus- gem|Fruit fresh citrus av|3,6
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|173|Fruit vers excl citrus- gem|Fruit fresh av excl citrus|3,6
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|2696|Koekje bitter-|Biscuit Dutch Amaretti Bitterkoekjes|2,1
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|432|Chocolade puur|Chocolate dark|1,9
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|299|Room slag- onbereid|Cream whipping unprepared|15,8
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|377|Suiker kristal-|Sugar granulated|15,8
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|439|Gelatine|Gelatin|0,9
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|3451|Olie palm-|Oil palm|0,9
NEVO-Online 2021 7.0|2520|Pudding luchtige|Pudding airy|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,0
NEVO-Online 2021 7.0|2521|Pap lammetjes- bereid m volle melk|Porridge milk w wheat flour white Lammetjespap|279|Melk volle|Milk whole|92,0
NEVO-Online 2021 7.0|2521|Pap lammetjes- bereid m volle melk|Porridge milk w wheat flour white Lammetjespap|220|Bloem tarwe- patent|Flour wheat white|8,0
NEVO-Online 2021 7.0|2525|Vet frituur- horeca|Frying fat horeca|2068|Vet frituur- vloeibaar|Frying fat liquid|89,0
NEVO-Online 2021 7.0|2525|Vet frituur- horeca|Frying fat horeca|2069|Vet frituur- vast|Frying fat solid|11,0
NEVO-Online 2021 7.0|2527|Biscuit hartig Sultana Crunchers|Biscuit savoury Sultana Crunchers|317|Olie zonnebloem-|Oil sunflower seed|9,6
NEVO-Online 2021 7.0|2527|Biscuit hartig Sultana Crunchers|Biscuit savoury Sultana Crunchers|377|Suiker kristal-|Sugar granulated|7,5
NEVO-Online 2021 7.0|2527|Biscuit hartig Sultana Crunchers|Biscuit savoury Sultana Crunchers|220|Bloem tarwe- patent|Flour wheat white|74,8
NEVO-Online 2021 7.0|2527|Biscuit hartig Sultana Crunchers|Biscuit savoury Sultana Crunchers|304|Kaas strooi- Zwitserse|Cheese Swiss dried|2,8
NEVO-Online 2021 7.0|2527|Biscuit hartig Sultana Crunchers|Biscuit savoury Sultana Crunchers|2378|Tomaat zongedroogd|Tomato sun-dried|2,7
NEVO-Online 2021 7.0|2527|Biscuit hartig Sultana Crunchers|Biscuit savoury Sultana Crunchers|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|2,7
NEVO-Online 2021 7.0|2528|Croutons|Croutons|565|Brood geroosterd toast|Bread toasted|80,0
NEVO-Online 2021 7.0|2528|Croutons|Croutons|3451|Olie palm-|Oil palm|10,0
NEVO-Online 2021 7.0|2528|Croutons|Croutons|317|Olie zonnebloem-|Oil sunflower seed|10,0
NEVO-Online 2021 7.0|2531|Vlokken chocolade- gem|Chocolate flakes av|433|Vlokken chocolade- melk|Chocolate flakes milk|69,8
NEVO-Online 2021 7.0|2531|Vlokken chocolade- gem|Chocolate flakes av|435|Vlokken chocolade- puur|Chocolate flakes dark|30,2
NEVO-Online 2021 7.0|2537|Vlaflip v vla en yoghurt|Dessert made of custard, yoghurt & syrup|539|Dessertsaus vruchten-|Sauce fruit for pudding|9,0
NEVO-Online 2021 7.0|2537|Vlaflip v vla en yoghurt|Dessert made of custard, yoghurt & syrup|278|Yoghurt volle|Yoghurt full fat|23,0
NEVO-Online 2021 7.0|2537|Vlaflip v vla en yoghurt|Dessert made of custard, yoghurt & syrup|282|Vla vanille- volle|Custard vanilla full fat|23,0
NEVO-Online 2021 7.0|2537|Vlaflip v vla en yoghurt|Dessert made of custard, yoghurt & syrup|301|Yoghurt magere|Yoghurt low fat|23,0
NEVO-Online 2021 7.0|2537|Vlaflip v vla en yoghurt|Dessert made of custard, yoghurt & syrup|477|Vla vanille- magere|Custard vanilla low fat|22,0
NEVO-Online 2021 7.0|2540|Soep noodle- bereid|Soup noodle prepared|80|Bloem rijste-|Flour rice|8,3
NEVO-Online 2021 7.0|2540|Soep noodle- bereid|Soup noodle prepared|1885|Water gem|Water av|66,8
NEVO-Online 2021 7.0|2540|Soep noodle- bereid|Soup noodle prepared|317|Olie zonnebloem-|Oil sunflower seed|3,2
NEVO-Online 2021 7.0|2540|Soep noodle- bereid|Soup noodle prepared|659|Pasta witte gem gekookt|Pasta white av boiled|20,0
NEVO-Online 2021 7.0|2540|Soep noodle- bereid|Soup noodle prepared|1904|Groenten gekookt gem|Vegetables av boiled|1,0
NEVO-Online 2021 7.0|2540|Soep noodle- bereid|Soup noodle prepared|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,7
NEVO-Online 2021 7.0|2541|Worst boterham- vegetarisch|Sausage luncheon meat vegetarian|2047|Gehakt fijn- vegetarisch onbereid|Mincemeat vegetarian unprepared|65,6
NEVO-Online 2021 7.0|2541|Worst boterham- vegetarisch|Sausage luncheon meat vegetarian|1885|Water gem|Water av|17,7
NEVO-Online 2021 7.0|2541|Worst boterham- vegetarisch|Sausage luncheon meat vegetarian|317|Olie zonnebloem-|Oil sunflower seed|16,7
NEVO-Online 2021 7.0|2542|Pate/smeerleverworst vegetarisch|Pate vegetarian|220|Bloem tarwe- patent|Flour wheat white|5,3
NEVO-Online 2021 7.0|2542|Pate/smeerleverworst vegetarisch|Pate vegetarian|1885|Water gem|Water av|47,4
NEVO-Online 2021 7.0|2542|Pate/smeerleverworst vegetarisch|Pate vegetarian|317|Olie zonnebloem-|Oil sunflower seed|23,2
NEVO-Online 2021 7.0|2542|Pate/smeerleverworst vegetarisch|Pate vegetarian|868|Meel soja- ontvet|Flour soya defatted|13,7
NEVO-Online 2021 7.0|2542|Pate/smeerleverworst vegetarisch|Pate vegetarian|358|Eiwit kippenei rauw|Egg white chicken raw|10,5
NEVO-Online 2021 7.0|2544|Ham vegetarisch|Ham vegetarian|1458|Seitan|Seitan|35,0
NEVO-Online 2021 7.0|2544|Ham vegetarisch|Ham vegetarian|1885|Water gem|Water av|20,0
NEVO-Online 2021 7.0|2544|Ham vegetarisch|Ham vegetarian|868|Meel soja- ontvet|Flour soya defatted|19,0
NEVO-Online 2021 7.0|2544|Ham vegetarisch|Ham vegetarian|5041|Olie plantaardig gem|Oil vegetable av|16,0
NEVO-Online 2021 7.0|2544|Ham vegetarisch|Ham vegetarian|358|Eiwit kippenei rauw|Egg white chicken raw|10,0
NEVO-Online 2021 7.0|2551|Croissant ham-kaas-|Croissant ham and cheese|785|Ham schouder-|Ham shoulder medium fat boiled|8,5
NEVO-Online 2021 7.0|2551|Croissant ham-kaas-|Croissant ham and cheese|2818|Croissant gem|Croissant av|84,0
NEVO-Online 2021 7.0|2551|Croissant ham-kaas-|Croissant ham and cheese|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|7,5
NEVO-Online 2021 7.0|2552|Kipkorn diepvries onbereid|Chicken sticks breaded frozen unprepared|1633|Kip m vel bereid|Chicken w skin prepared|40,0
NEVO-Online 2021 7.0|2552|Kipkorn diepvries onbereid|Chicken sticks breaded frozen unprepared|1885|Water gem|Water av|26,0
NEVO-Online 2021 7.0|2552|Kipkorn diepvries onbereid|Chicken sticks breaded frozen unprepared|2081|Ontbijtproduct Cornflakes|Breakfast cereal Cornflakes|20,0
NEVO-Online 2021 7.0|2552|Kipkorn diepvries onbereid|Chicken sticks breaded frozen unprepared|308|Olie arachide-|Oil peanut|14,0
NEVO-Online 2021 7.0|2553|Broodje kaas- v bladerdeeg|Cheese pastry w puff pastry|265|Bladerdeeg z roomboter, bereid|Puff pastry wo butter baked|86,0
NEVO-Online 2021 7.0|2553|Broodje kaas- v bladerdeeg|Cheese pastry w puff pastry|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|14,0
NEVO-Online 2021 7.0|2555|Viandel onbereid Mora|Viandel unprepared Mora|1013|Paneermeel|Bread crumbs|8,0
NEVO-Online 2021 7.0|2555|Viandel onbereid Mora|Viandel unprepared Mora|313|Olie soja-|Oil soy|5,0
NEVO-Online 2021 7.0|2555|Viandel onbereid Mora|Viandel unprepared Mora|1633|Kip m vel bereid|Chicken w skin prepared|31,0
NEVO-Online 2021 7.0|2555|Viandel onbereid Mora|Viandel unprepared Mora|1885|Water gem|Water av|22,0
NEVO-Online 2021 7.0|2555|Viandel onbereid Mora|Viandel unprepared Mora|220|Bloem tarwe- patent|Flour wheat white|21,0
NEVO-Online 2021 7.0|2555|Viandel onbereid Mora|Viandel unprepared Mora|324|Worst rook- gekookt gem|Sausage smoked cooked av|2,0
NEVO-Online 2021 7.0|2555|Viandel onbereid Mora|Viandel unprepared Mora|314|Vet varkens- uitgesmolten|Lard|11,0
NEVO-Online 2021 7.0|2560|Appelflap m bladerdeeg z roomboter|Apple turnover w puff pastry wo butter|377|Suiker kristal-|Sugar granulated|6,6
NEVO-Online 2021 7.0|2560|Appelflap m bladerdeeg z roomboter|Apple turnover w puff pastry wo butter|265|Bladerdeeg z roomboter, bereid|Puff pastry wo butter baked|47,4
NEVO-Online 2021 7.0|2560|Appelflap m bladerdeeg z roomboter|Apple turnover w puff pastry wo butter|33|Rozijnen gedroogd|Raisins dried|4,7
NEVO-Online 2021 7.0|2560|Appelflap m bladerdeeg z roomboter|Apple turnover w puff pastry wo butter|147|Appel z schil gem|Apple wo skin av|39,8
NEVO-Online 2021 7.0|2560|Appelflap m bladerdeeg z roomboter|Apple turnover w puff pastry wo butter|215|Maizena|Cornstarch|1,3
NEVO-Online 2021 7.0|2561|Soep gebonden z vulling|Soup thickened no filling|1528|Bouillon v blokje bereid|Stock from cube prepared|92,0
NEVO-Online 2021 7.0|2561|Soep gebonden z vulling|Soup thickened no filling|220|Bloem tarwe- patent|Flour wheat white|3,2
NEVO-Online 2021 7.0|2561|Soep gebonden z vulling|Soup thickened no filling|310|Boter ongezouten|Butter unsalted|3,2
NEVO-Online 2021 7.0|2561|Soep gebonden z vulling|Soup thickened no filling|285|Melk koffie- halfvolle|Coffee creamer half fat|1,4
NEVO-Online 2021 7.0|2561|Soep gebonden z vulling|Soup thickened no filling|1127|Sap citroen- vers|Juice lemon fresh|0,2
NEVO-Online 2021 7.0|2568|Vlaai kruimel- m pudding|Flan w custard and crumble topping|375|Suiker basterd- witte|Sugar castor white|7,3
NEVO-Online 2021 7.0|2568|Vlaai kruimel- m pudding|Flan w custard and crumble topping|377|Suiker kristal-|Sugar granulated|6,1
NEVO-Online 2021 7.0|2568|Vlaai kruimel- m pudding|Flan w custard and crumble topping|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|5,8
NEVO-Online 2021 7.0|2568|Vlaai kruimel- m pudding|Flan w custard and crumble topping|1917|Vlaaibodem Limburgse|Flan bottom Limburg|33,8
NEVO-Online 2021 7.0|2568|Vlaai kruimel- m pudding|Flan w custard and crumble topping|1469|Room banketbakkers-|Cream custard|32,4
NEVO-Online 2021 7.0|2568|Vlaai kruimel- m pudding|Flan w custard and crumble topping|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|2,9
NEVO-Online 2021 7.0|2568|Vlaai kruimel- m pudding|Flan w custard and crumble topping|220|Bloem tarwe- patent|Flour wheat white|11,6
NEVO-Online 2021 7.0|2569|Koek ontbijt- m noten en vruchten|Cake Dutch spiced Ontbijtkoek w nuts & fruit|240|Koek ontbijt-|Cake Dutch spiced Ontbijtkoek|80,0
NEVO-Online 2021 7.0|2569|Koek ontbijt- m noten en vruchten|Cake Dutch spiced Ontbijtkoek w nuts & fruit|207|Noten gemengd ongezouten|Nuts mixed unsalted|10,0
NEVO-Online 2021 7.0|2569|Koek ontbijt- m noten en vruchten|Cake Dutch spiced Ontbijtkoek w nuts & fruit|33|Rozijnen gedroogd|Raisins dried|10,0
NEVO-Online 2021 7.0|2570|Vlaai pudding- m vruchten|Flan w custard and fruit|375|Suiker basterd- witte|Sugar castor white|5,0
NEVO-Online 2021 7.0|2570|Vlaai pudding- m vruchten|Flan w custard and fruit|1917|Vlaaibodem Limburgse|Flan bottom Limburg|23,7
NEVO-Online 2021 7.0|2570|Vlaai pudding- m vruchten|Flan w custard and fruit|1469|Room banketbakkers-|Cream custard|22,7
NEVO-Online 2021 7.0|2570|Vlaai pudding- m vruchten|Flan w custard and fruit|147|Appel z schil gem|Apple wo skin av|12,2
NEVO-Online 2021 7.0|2570|Vlaai pudding- m vruchten|Flan w custard and fruit|163|Kersen|Cherries|12,2
NEVO-Online 2021 7.0|2570|Vlaai pudding- m vruchten|Flan w custard and fruit|170|Pruimen m schil|Plums w skin|12,2
NEVO-Online 2021 7.0|2570|Vlaai pudding- m vruchten|Flan w custard and fruit|149|Abrikozen m schil|Apricots w skin|12,2
NEVO-Online 2021 7.0|2571|Cake bitterkoekjes-|Cake w 'bitterkoekjes'|253|Cake z roomboter|Cake wo butter|90,0
NEVO-Online 2021 7.0|2571|Cake bitterkoekjes-|Cake w 'bitterkoekjes'|2696|Koekje bitter-|Biscuit Dutch Amaretti Bitterkoekjes|10,0
NEVO-Online 2021 7.0|2577|Cake appel- m roomboter|Cake apple made w butter|1969|Cake m roomboter|Cake made w butter|60,0
NEVO-Online 2021 7.0|2577|Cake appel- m roomboter|Cake apple made w butter|147|Appel z schil gem|Apple wo skin av|40,0
NEVO-Online 2021 7.0|2578|Pannenkoek bereid m zonnebloemolie|Pannenkoek bereid m zonnebloemolie|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|6,3
NEVO-Online 2021 7.0|2578|Pannenkoek bereid m zonnebloemolie|Pannenkoek bereid m zonnebloemolie|286|Melk halfvolle|Milk semi-skimmed|57,0
NEVO-Online 2021 7.0|2578|Pannenkoek bereid m zonnebloemolie|Pannenkoek bereid m zonnebloemolie|317|Olie zonnebloem-|Oil sunflower seed|5,1
NEVO-Online 2021 7.0|2578|Pannenkoek bereid m zonnebloemolie|Pannenkoek bereid m zonnebloemolie|1020|Meel bak- zelfrijzend|Flour wheat self-raising|31,6
NEVO-Online 2021 7.0|2580|Jus 5% vet gebonden bereid m juspoeder|Gravy 5% fat thickend prep w gravy instant powder|1885|Water gem|Water av|84,8
NEVO-Online 2021 7.0|2580|Jus 5% vet gebonden bereid m juspoeder|Gravy 5% fat thickend prep w gravy instant powder|858|Juspoeder|Gravy instant powder|8,0
NEVO-Online 2021 7.0|2580|Jus 5% vet gebonden bereid m juspoeder|Gravy 5% fat thickend prep w gravy instant powder|2066|Bak- en braadvet vloeib 97% vet <17g verz vetz gezouten|Cooking fat liquid 97% fat <17 g sat fa salted|4,5
NEVO-Online 2021 7.0|2580|Jus 5% vet gebonden bereid m juspoeder|Gravy 5% fat thickend prep w gravy instant powder|215|Maizena|Cornstarch|2,7
NEVO-Online 2021 7.0|2582|Pannenkoek volkoren bereid m marg|Pannenkoek volkoren bereid m marg|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|6,3
NEVO-Online 2021 7.0|2582|Pannenkoek volkoren bereid m marg|Pannenkoek volkoren bereid m marg|286|Melk halfvolle|Milk semi-skimmed|57,0
NEVO-Online 2021 7.0|2582|Pannenkoek volkoren bereid m marg|Pannenkoek volkoren bereid m marg|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|5,1
NEVO-Online 2021 7.0|2582|Pannenkoek volkoren bereid m marg|Pannenkoek volkoren bereid m marg|222|Meel volkoren tarwe-|Flour wheat wholemeal|31,6
NEVO-Online 2021 7.0|2583|Koek pinda-|Biscuit peanut|258|Koekje gem|Biscuit av|75,0
NEVO-Online 2021 7.0|2583|Koek pinda-|Biscuit peanut|204|Pinda's ongezouten|Peanuts unsalted|25,0
NEVO-Online 2021 7.0|2588|Jus 25% vet ongebonden bereid z juspoeder|Gravy 25% fat clear prep wo gravy instant powder|1885|Water gem|Water av|75,0
NEVO-Online 2021 7.0|2588|Jus 25% vet ongebonden bereid z juspoeder|Gravy 25% fat clear prep wo gravy instant powder|2066|Bak- en braadvet vloeib 97% vet <17g verz vetz gezouten|Cooking fat liquid 97% fat <17 g sat fa salted|25,0
NEVO-Online 2021 7.0|2595|Candybar KitKat|Candybar KitKat|252|Biscuit|Biscuit|34,0
NEVO-Online 2021 7.0|2595|Candybar KitKat|Candybar KitKat|431|Chocolade melk-|Chocolate milk|33,0
NEVO-Online 2021 7.0|2595|Candybar KitKat|Candybar KitKat|432|Chocolade puur|Chocolate dark|33,0
NEVO-Online 2021 7.0|2605|Dressing olijfolie-azijn|Salad dressing olive oil-vinegar|601|Olie olijf-|Oil olive|66,1
NEVO-Online 2021 7.0|2605|Dressing olijfolie-azijn|Salad dressing olive oil-vinegar|824|Mosterd|Mustard|4,1
NEVO-Online 2021 7.0|2605|Dressing olijfolie-azijn|Salad dressing olive oil-vinegar|2615|Azijn|Vinegar|29,8
NEVO-Online 2021 7.0|2607|Koekje m noten en chocolade|Biscuit w nuts and chocolate|2405|Koekje chocolate chip cookie|Chocolate chip cookie|90,0
NEVO-Online 2021 7.0|2607|Koekje m noten en chocolade|Biscuit w nuts and chocolate|207|Noten gemengd ongezouten|Nuts mixed unsalted|10,0
NEVO-Online 2021 7.0|2612|Tapenade v olijven|Tapenade olive|1885|Water gem|Water av|6,0
NEVO-Online 2021 7.0|2612|Tapenade v olijven|Tapenade olive|137|Olijven groen in water blik/glas|Olives green in brine tinned/glass|56,0
NEVO-Online 2021 7.0|2612|Tapenade v olijven|Tapenade olive|377|Suiker kristal-|Sugar granulated|5,0
NEVO-Online 2021 7.0|2612|Tapenade v olijven|Tapenade olive|141|Puree tomaten- geconcentreerd blik|Tomato puree concentrated tinned|5,0
NEVO-Online 2021 7.0|2612|Tapenade v olijven|Tapenade olive|601|Olie olijf-|Oil olive|13,0
NEVO-Online 2021 7.0|2612|Tapenade v olijven|Tapenade olive|317|Olie zonnebloem-|Oil sunflower seed|13,0
NEVO-Online 2021 7.0|2612|Tapenade v olijven|Tapenade olive|1588|Ansjovis in olie blik|Anchovy in oil canned|1,0
NEVO-Online 2021 7.0|2612|Tapenade v olijven|Tapenade olive|830|Knoflook rauw|Garlic raw|1,0
NEVO-Online 2021 7.0|2614|Salsa tomatendipsaus|Salsa tomato dip|428|Saus barbecue-|Sauce barbecue|60,0
NEVO-Online 2021 7.0|2614|Salsa tomatendipsaus|Salsa tomato dip|1885|Water gem|Water av|40,0
NEVO-Online 2021 7.0|2617|Broodje bapao vlees|Bread stuffed Bapao meat|377|Suiker kristal-|Sugar granulated|6,0
NEVO-Online 2021 7.0|2617|Broodje bapao vlees|Bread stuffed Bapao meat|64|Ui gekookt|Onions boiled|6,0
NEVO-Online 2021 7.0|2617|Broodje bapao vlees|Bread stuffed Bapao meat|248|Brood wit- water|Bread white water based|50,0
NEVO-Online 2021 7.0|2617|Broodje bapao vlees|Bread stuffed Bapao meat|1215|Ketjap zoet|Soy sauce sweet|5,0
NEVO-Online 2021 7.0|2617|Broodje bapao vlees|Bread stuffed Bapao meat|313|Olie soja-|Oil soy|3,0
NEVO-Online 2021 7.0|2617|Broodje bapao vlees|Bread stuffed Bapao meat|1296|Varkensvlees 5-14 g vet rauw|pork 1296|10,0
NEVO-Online 2021 7.0|2617|Broodje bapao vlees|Bread stuffed Bapao meat|2336|Rundvlees gem rauw|Beef av raw|10,0
NEVO-Online 2021 7.0|2617|Broodje bapao vlees|Bread stuffed Bapao meat|1305|Kip z vel rauw|Chicken wo skin raw|10,0
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|33|Rozijnen gedroogd|Raisins dried|6,5
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|147|Appel z schil gem|Apple wo skin av|52,2
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|4,4
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|220|Bloem tarwe- patent|Flour wheat white|13,9
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|286|Melk halfvolle|Milk semi-skimmed|1,3
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|310|Boter ongezouten|Butter unsalted|10,4
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|375|Suiker basterd- witte|Sugar castor white|10,4
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|215|Maizena|Cornstarch|0,6
NEVO-Online 2021 7.0|2622|Taart appel- v zandtaartdeeg m roomboter|Appel pie Dutch w shortbread w butter|841|Zout m toegevoegd jodium|Salt fortified w iodine|0,1
NEVO-Online 2021 7.0|2639|Smoothie vruchten|Smoothie fruit|2507|Sap multivruchten-|Juice multifruit|50,0
NEVO-Online 2021 7.0|2639|Smoothie vruchten|Smoothie fruit|1242|Vruchten op eigen sap blik/glas|Fruit in own juice tinned|50,0
